r_square,axis,movement,sourceSessionIndex,targetSessionIndex,normalizedMethod,model
0.62373245,x,velocity,4,18,None,DeepDomainConfusionModel
0.7897155,y,velocity,4,18,None,DeepDomainConfusionModel
0.67294776,x,velocity,4,19,None,DeepDomainConfusionModel
0.79724175,y,velocity,4,19,None,DeepDomainConfusionModel
0.70948935,x,velocity,4,20,None,DeepDomainConfusionModel
0.7979576,y,velocity,4,20,None,DeepDomainConfusionModel
0.688125,x,velocity,4,21,None,DeepDomainConfusionModel
0.719259,y,velocity,4,21,None,DeepDomainConfusionModel
0.7227092,x,velocity,4,22,None,DeepDomainConfusionModel
0.8046017,y,velocity,4,22,None,DeepDomainConfusionModel
0.7129443,x,velocity,4,23,None,DeepDomainConfusionModel
0.80984837,y,velocity,4,23,None,DeepDomainConfusionModel
0.72438204,x,velocity,4,24,None,DeepDomainConfusionModel
